index,title,date,nyt_firstPublished,nyt_byline,nyt_headline,nyt_summary,nyt_url,isTheaterReview,nyt_openDate,nyt_startDate,nyt_stopDate,nyt_cast,nyt_creators,nyt_name,nyt_venue
6315,Pacific Overtures,2017-05-04,2017-05-04,By Jesse Green,Review: ‘Pacific Overtures’ Revival Is Bare Yet Flowering,"Our new co-chief theater critic, Jesse Green, makes his reviewing debut with this Sondheim musical. Follow him on Twitter (@JesseKGreen) and Facebook (jesse.green.critic).",https://www.nytimes.com/2017/05/04/theater/pacific-overtures-review.html,true,2017-05-04,2017-04-06,2017-06-18,"Karl Josef Co, Marc Delacruz, Steven Eng, Megan Masako Haley, Ann Harada, Kimberly Immanuel, Austin Ku, Kelvin Moon Loh, Orville Mendoza, Marc Oka, Thom Sesma,and George Takei","Music and lyrics by Stephen Sondheim; Book by John Weidman, additional material by Hugh Wheeler; Directed by John Doyle",Pacific Overtures,Classic Stage Company
6879,Paddington Gets in a Jam,2019-12-13,2019-12-22,By Laurel Graeber,"Review: Sweet Bear, Sticky Situation in ‘Paddington Gets in a Jam’",Despite a meanspirited neighbor — spoiler alert! — things work out just fine.,https://www.nytimes.com/2019/12/22/theater/paddington-gets-in-a-jam-review.html,true,2019-12-13,2019-12-13,2020-03-06,"Jake Bazel, Jessica Bulzacchelli, John Cody, A.J. Ditty and Kirsty Moon",Created and directed by Jonathan Rockefeller,Paddington Gets in a Jam,DR2 Theater
5836,Pageant,2014-07-14,1988-03-30,By Stephen Holden,Review/Theater; Brazilian Pageant of Music and Dance,,https://www.nytimes.com/1988/03/30/theater/review-theater-brazilian-pageant-of-music-and-dance.html,true,,,,,,,
4789,Palace of the End,2008-06-23,2008-06-24,By Neil Genzlinger,"The Cycle of Life, Damaged by the Horror of War","Three scalding monologues make up Judith Thompson’s “Palace of the End,” and three pitch-perfect performers deliver them.",https://www.nytimes.com/2008/06/24/theater/reviews/24pala.html,true,2008-06-23,2008-06-11,2008-07-13,,,Palace of the End,Playwrights Horizons
6397,Paradise Blue,2018-05-14,2015-07-29,By Laura Collins-Hughes,Review: ‘Paradise Blue’ Rekindles Racial Drama in 1949 Detroit,This jazz-infused play at the Williamstown Theater Festival stars Blair Underwood as a bullying nightclub owner and De’Adre Aziza as the alluring stranger who comes to town.,https://www.nytimes.com/2015/07/30/theater/review-paradise-blue-rekindles-racial-drama-in-1949-detroit.html,true,,,,,,,
6885,Paradise Lost,2020-01-22,2006-03-08,By Neil Genzlinger,A Musical Where Satan Steals the Show," Producer's Club II  616 Ninth Avenue, near 44th Street, Manhattan  (212) 868-4444  Through March 18       It's hard to believe that all those theological ideas -- heaven, hell, sin, free will, redemption, forgiveness -- can fit into such a confined playing space, not to mention all those actors and musicians. But ''Paradise Lost,'' a sung-through musical take on the Milton epic at the Producer's Club II, does a fair amount with a shoestring. This ambitious attempt by the young team of Benjamin Birney (music and lyrics) and Rob Seitelman (lyrics and direction) may not be the most marketable musical in the world -- beware any play where Satan (Paul A. Schaefer) gets the last bow -- but you've got to admire the effort.  ",https://www.nytimes.com/2006/03/08/theater/reviews/a-musical-where-satan-steals-the-show.html,true,,,,,,,
4581,Paradise Park,2008-03-02,2001-02-26,By Ben Brantley,THEATER REVIEW; Rich Voices Paint a Path To Paradise,"Ben Brantley reviews Signature Theater Co production of Urban Zulu Mambo, one-woman show featuring Regina Taylor (M)",https://www.nytimes.com/2001/02/26/theater/theater-review-rich-voices-paint-a-path-to-paradise.html,true,,,,,,,
4603,Parlour Song,2008-03-06,2008-03-06,By Ben Brantley,Night of the Living Room Dead,“Parlour Song” is a smart and rueful new play by the British dramatist Jez Butterworth.,https://www.nytimes.com/2008/03/06/theater/reviews/06parlour.html,true,2008-03-05,2008-02-15,2008-04-06,"Starring Chris Bauer, Jonathan Cake and Emily Mortimer",,Parlour Song,Atlantic Theater Company at the Linda Gross Theater
6473,Party Face,2018-01-22,2002-07-18,By Lawrence Van Gelder,"THEATER REVIEW; The Pain of Loss, Assuaged by a Fresh Face","Lawrence Van Gelder reviews musical Sarah, Plain and Tall, book by Julia Jordan, lyrics by Nell Benjamin, music by Laurence O'Keefe; photo (S)",https://www.nytimes.com/2002/07/18/theater/theater-review-the-pain-of-loss-assuaged-by-a-fresh-face.html,true,,,,,,,
6263,Party People,2016-11-16,1996-03-14,By Wilborn Hampton,THEATER REVIEW;Monologues of a One-Man Wedding Party,,https://www.nytimes.com/1996/03/14/theater/theater-review-monologues-of-a-one-man-wedding-party.html,true,,,,,,,
